Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
CSS142,CMPT PROG I,CSS,2018.0,WIN,no_restriction,no_add_code,13236,A,5,-,MW,1100-100,UW1,221,"Lin, Johnny W",Closed,48,45,-,-,-,"Lin, Johnny W",not listed
CSS142,CMPT PROG I,CSS,2018.0,WIN,no_restriction,no_add_code,13237,B,5,-,MW,115-315,UW1,041,"Ahmed, Ahmed_Awad_El Sayed",Open,44,45,-,-,-,"Ahmed, Ahmed_Awad_El Sayed",not listed
CSS142,CMPT PROG I,CSS,2018.0,WIN,no_restriction,no_add_code,13238,C,5,-,MW,845-1045,DISC,252,"Ahmed, Ahmed_Awad_El Sayed",Open,43,45,-,-,-,"Ahmed, Ahmed_Awad_El Sayed",not listed
CSS143,CMPT PROG II,CSS,2018.0,WIN,no_restriction,no_add_code,13239,A,5,-,TTh,115-315,UW1,041,"Si, Dong",Open,38,45,-,-,-,"Si, Dong",not listed
CSS143,CMPT PROG II,CSS,2018.0,WIN,no_restriction,no_add_code,13240,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '240', in original. Note: couldn't interpret 'Nixon,David', in original. Note: couldn't interpret 'M.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '31', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13241', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '2', in original. Note: couldn't interpret '40', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13242', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
CSS199,COMPUTING RESEARCH,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13243', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '1', in original. Note: couldn't interpret '40', in original.",-,not listed
CSS199,COMPUTING RESEARCH,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13244', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
CSS211,COMPUTERS & SOCIETY ,CSS,2018.0,WIN,no_restriction,no_add_code,13246,A,5,-,MW,330-530,UW1,261,"Anderson, Laurie Joy",Open,29,30,-,$10,-,"Anderson, Laurie Joy",not listed
CSS290,TOPICS IN COMPUTING ,CSS,2018.0,WIN,no_restriction,no_add_code,22274,A,3,-,TTh,330-445,UW2,211,"Hill, Erin",Open,26,30,-,$10,-,"Hill, Erin",not listed
CSS295,K12 COMPUTING EDU,CSS,2018.0,WIN,no_restriction,no_add_code,13247,A,2,-,W,330-530,UW1,121,"Chini, Morteza",Open,8,15,CR_NC,$10,S,"Chini, Morteza",not listed
CSS301,TECHNICAL WRITING,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,115-315,LBA,003,"Kool, Nancy L",Open,28,30,-,$10,W,"Kool, Nancy L",not listed
CSS301,TECHNICAL WRITING,CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '031', in original. Note: couldn't interpret 'Kool,Nancy', in original. Note: couldn't interpret 'L', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '26', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'W', in original.",-,not listed
CSS301,TECHNICAL WRITING,CSS,2018.0,WIN,Restr,no_add_code,-,C,5,-,TTh,115-315,LBA,003,"Zetlen, Bryan A",Closed,30,30,-,$10,W,"Zetlen, Bryan A",not listed
CSS301,TECHNICAL WRITING,CSS,2018.0,WIN,Restr,no_add_code,-,E,5,-,MW,1100-100,UW1,040,"Chini, Morteza",Closed,30,30,-,$10,W,"Chini, Morteza",not listed
CSS310,IA & CYBER SECURITY ,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '210', in original. Note: couldn't interpret 'Leblanc,David', in original. Note: couldn't interpret 'C', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '44', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS332,PROG W/OO LANGS,CSS,2018.0,WIN,Restr,no_add_code,-,A,2,-,F,115-515,UW1,051,"Peng, Yang",Open,22,45,CR_NC,$23,-,"Peng, Yang",not listed
CSS337,SECURE SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,330-530,UW1,210,"Thamilarasu, Geethapriya",Open,44,45,-,$23,-,"Thamilarasu, Geethapriya",not listed
CSS342,"DATA, ALG, MATH I",CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,210,"Kalmin, Lesley R",Open,36,40,-,$23,-,"Kalmin, Lesley R",not listed
CSS342,"DATA, ALG, MATH I",CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '340', in original. Note: couldn't interpret 'Dimpsey,Robert', in original. Note: couldn't interpret 'T', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '12', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS342,"DATA, ALG, MATH I",CSS,2018.0,WIN,Restr,no_add_code,-,C,5,-,TTh,330-530,UW1,041,"Olson, Clark F",Open,28,40,-,$23,-,"Olson, Clark F",not listed
CSS343,"DATA, ALG, MATH II",CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '240', in original. Note: couldn't interpret 'Pisan,Yusuf', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '38', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS343,"DATA, ALG, MATH II",CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,330-530,UW1,220,"Chen, Min",Closed,47,45,-,$23,-,"Chen, Min",not listed
CSS343,"DATA, ALG, MATH II",CSS,2018.0,WIN,Restr,no_add_code,-,C,5,-,MW,330-530,UW2,031,"Pisan, Yusuf",Closed,45,45,-,$23,-,"Pisan, Yusuf",not listed
CSS350,MGT PRINCIPLES,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '041', in original. Note: couldn't interpret 'Retik,Arieh', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '50', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS350,MGT PRINCIPLES,CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,1100-100,UW1,202,"Kim, Jeffrey Y.",Closed,45,45,-,$10,-,"Kim, Jeffrey Y.",not listed
CSS350,MGT PRINCIPLES,CSS,2018.0,WIN,-,add_code_required,13264,C,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '041', in original. Note: couldn't interpret 'Kochanski,Mark', in original. Note: couldn't interpret '39', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS360,SOFTWARE ENGR,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UWBB Note: couldn't interpret '205', in original. Note: couldn't interpret 'LUND,ARNOLD', in original. Note: couldn't interpret 'M.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '33', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS360,SOFTWARE ENGR,CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,330-530,DISC,252,"Asuncion, Hazeline U",Closed,42,40,-,$10,-,"Asuncion, Hazeline U",not listed
CSS360,SOFTWARE ENGR,CSS,2018.0,WIN,Restr,no_add_code,-,C,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '005', in original. Note: couldn't interpret 'Kim,Jeffrey', in original. Note: couldn't interpret 'Y.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '23', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,330-530,DISC,252,"Socha, David G",Open,10,45,-,$10,-,"Socha, David G",not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '141', in original. Note: couldn't interpret 'Zetlen,Bryan', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '33', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2018.0,WIN,Restr,no_add_code,-,C,5,-,MW,115-315,DISC,252,"Socha, David G",Open,27,45,-,$10,-,"Socha, David G",not listed
CSS371,BUSINESS OF TECH,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UWBB Note: couldn't interpret '240', in original. Note: couldn't interpret 'Ervick,Michael', in original. Note: couldn't interpret 'P', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '18', in original. Note: couldn't interpret '24', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS421,CMPT HW & O/S,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,330-530,UW2,141,"Anderson, Laurie Joy",Open,15,35,-,$23,-,"Anderson, Laurie Joy",not listed
CSS422,HARDWARE & COMP ORG ,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,330-530,UW1,221,"Nash, Rob D",Open,39,45,-,$23,-,"Nash, Rob D",not listed
CSS427,EMBEDDED SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'Folsom,Tyler', in original. Note: couldn't interpret 'C', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '13', in original. Note: couldn't interpret '24', in original. Note: couldn't interpret '$47', in original.",-,not listed
CSS427,EMBEDDED SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,AA,-,LB,F,1000-130,UW1,321,"Folsom, Tyler C",Open,13,24,-,-,-,"Folsom, Tyler C",not listed
CSS430,OPERATING SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,110,"Sung, Kelvin H.",Closed,47,45,-,$23,-,"Sung, Kelvin H.",not listed
CSS432,COMPUTER NETWORKING ,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '005', in original. Note: couldn't interpret 'Lagesse,Brent', in original. Note: couldn't interpret 'J', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '37', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS452,GAME ENGINE DEV,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"DISC Note: couldn't interpret '061', in original. Note: couldn't interpret 'Sung,Kelvin', in original. Note: couldn't interpret 'H.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '31', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS475,DATABASE SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"DISC Note: couldn't interpret '162', in original. Note: couldn't interpret 'Parsons,Erika', in original. Note: couldn't interpret 'F.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS475,DATABASE SYSTEMS,CSS,2018.0,WIN,Restr,no_add_code,-,B,5,-,TTh,1100-100,UW1,221,"Chenault, John M",Closed,48,45,-,$23,-,"Chenault, John M",not listed
CSS483,BIOINFORMATICS ALG,CSS,2018.0,WIN,no_restriction,no_add_code,22227,A,5,-,MW,1100-100,UW2,141,"Kim, Wooyoung",Open,38,45,-,-,-,"Kim, Wooyoung",not listed
CSS490,SPECIAL TOPICS,CSS,2018.0,WIN,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '220', in original. Note: couldn't interpret 'Chen,Min', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '38', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS490,SPECIAL TOPICS,CSS,2018.0,WIN,-,add_code_required,13282,B,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '020', in original. Note: couldn't interpret 'Dimpsey,Robert', in original. Note: couldn't interpret 'T', in original. Note: couldn't interpret '47', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS495,A CMPT INTERNSHIP,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '21723', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '3', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
CSS495,A CMPT INTERNSHIP,CSS,2018.0,WIN,no_restriction,no_add_code,-,IS,-,-,-,-,-,22702,B,-,-,-,-,-,"1-5 Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret '', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret 'CR_NC', in original.",B,not listed
CSS497,CS & SE CAPSTONE,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13283', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-10', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '7', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'R', in original.",-,not listed
CSS497,CS & SE CAPSTONE,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13284', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-10', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '39', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'R', in original.",-,not listed
CSS498,INDEPENDENT STUDY,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13285', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '4', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS498,INDEPENDENT STUDY,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13286', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '17', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13287', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '3', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2018.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '21722', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '2', in original. Note: couldn't interpret '10E', in original. Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS545,MOBILE COMPUTING,CSS,2018.0,WIN,-,add_code_required,22493,B,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '051', in original. Note: couldn't interpret 'Ong,Hansel', in original. Note: couldn't interpret '5', in original. Note: couldn't interpret '6', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS549,ALGRTM DESN&ANLSYS,CSS,2018.0,WIN,-,add_code_required,22703,B,5,-,-,to_be_arranged,*,*,"Olson, Clark F",-,1,3,-,-,J,"Olson, Clark F",not listed
CSS101,DIGITAL THINKING,CSS,2021.0,SPR,no_restriction,no_add_code,13055,A,5,-,TTh,845-1045,*,*,"Kim, Jeffrey Y.",Open,11,16,-,-,J,"Kim, Jeffrey Y.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2021.0,SPR,no_restriction,no_add_code,13056,A,5,-,TTh,115-315,*,*,"Gunnerson, Kim N.",Open,43,45,-,$10,-,"Gunnerson, Kim N.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2021.0,SPR,no_restriction,no_add_code,13057,B,5,-,MW,1100-100,*,*,"Kalmin, Lesley R",Open,39,45,-,$10,-,"Kalmin, Lesley R",not listed
CSS112,INTRO PROG SCI APP,CSS,2021.0,SPR,no_restriction,no_add_code,13058,A,4,-,TTh,1100-100,*,*,"Lin, Johnny W",Open,33,45,-,-,%,"Lin, Johnny W",not listed
CSS142,CMPT PROG I,CSS,2021.0,SPR,no_restriction,no_add_code,13059,A,5,-,TTh,1100-100,*,*,"Oliver, Dawn-Marie",Open,35,45,-,-,-,"Oliver, Dawn-Marie",not listed
CSS142,CMPT PROG I,CSS,2021.0,SPR,no_restriction,no_add_code,13060,B,5,-,TTh,115-315,*,*,"Lin, Johnny W",Open,38,45,-,-,-,"Lin, Johnny W",not listed
CSS142,CMPT PROG I,CSS,2021.0,SPR,no_restriction,no_add_code,13061,C,5,-,MW,-,545-745P,*,-,-,-,-,-,-,"* Note: couldn't interpret 'Ong,Hansel', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '42', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS143,CMPT PROG II,CSS,2021.0,SPR,no_restriction,no_add_code,13062,A,5,-,TTh,115-315,*,*,"Nixon, David M.",Open,30,45,-,-,-,"Nixon, David M.",not listed
CSS143,CMPT PROG II,CSS,2021.0,SPR,no_restriction,no_add_code,13063,B,5,-,MW,-,545-745P,*,-,-,-,-,-,-,"* Note: couldn't interpret 'Du,Peng', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '39', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS143,CMPT PROG II,CSS,2021.0,SPR,no_restriction,no_add_code,21701,C,5,-,TTh,1100-100,*,*,"Nixon, David M.",Open,26,48,-,-,-,"Nixon, David M.",not listed
CSS198,SUPERVISED STUDY,CSS,2021.0,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13064', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2021.0,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13065', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
